Beginning,Middle,End,Zero Dollar,Beg-Percentage,Mid-Percentage,End-Percentage,Zero-Percentage,
None,55,None,2970,0,100,0,5319
None,None,None,None,0,0,0,0
None,10,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,5,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
183,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
90,None,165,None,35,0,64,0
None,None,None,None,0,0,0,0
106,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
57,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
6,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
527,385,155,1,49,36,14,0
48,304,129,None,10,63,26,0
None,None,None,None,0,0,0,0
None,28,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,170,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,69,None,0,0,100,0
None,None,None,None,0,0,0,0
None,3,38,None,0,7,92,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,87,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,58,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,3,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
18,138,84,None,7,57,34,0
None,275,29,None,0,90,9,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,17,54,None,0,24,75,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
88,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
239,73,364,None,35,10,53,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,121,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,43,1,0,0,100,2
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,1,0,0,0,2147483647
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,150,3,None,0,97,2,0
26,None,15,None,62,0,37,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,10,None,0,0,100,0
1367,1042,168,None,53,40,6,0
None,None,None,None,0,0,0,0
None,76,126,None,0,37,62,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
149,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
454,376,282,None,40,33,25,0
None,None,202,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,137,91,None,0,60,39,0
None,None,None,None,0,0,0,0
119,17,347,None,24,3,71,0
None,None,None,None,0,0,0,0
31,59,None,None,35,64,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,4,69,None,0,6,93,0
None,None,None,None,0,0,0,0
475,545,775,None,26,30,43,0
198,None,174,None,53,0,46,0
None,None,None,None,0,0,0,0
None,None,5,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,14,None,0,0,100,0
76,None,None,None,100,0,0,0
35,None,230,None,13,0,86,0
None,None,None,None,0,0,0,0
180,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
13,194,25,None,5,83,10,0
41,134,17,None,21,69,9,0
None,None,None,None,0,0,0,0
65,75,119,None,25,29,45,0
None,None,None,None,0,0,0,0
801,853,867,2,31,33,34,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
59,102,127,None,20,35,44,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,56,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,84,98,1,0,46,53,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
472,147,227,None,55,17,26,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,92,None,None,0,100,0,0
None,None,35,None,0,0,100,0
None,None,None,None,0,0,0,0
65,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,282,120,None,0,70,29,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
125,231,423,None,16,29,54,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,48,34,None,0,58,41,0
None,24,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,97,None,0,0,100,0
None,None,None,None,0,0,0,0
42,30,85,None,26,19,54,0
None,None,None,None,0,0,0,0
None,None,53,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,41,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
106,37,98,None,43,15,40,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
91,29,None,None,75,24,0,0
None,None,None,1,0,0,0,2147483647
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
39,86,97,None,17,38,43,0
None,None,None,None,0,0,0,0
15,270,83,None,4,73,22,0
None,18,None,None,0,100,0,0
None,None,None,None,0,0,0,0
72,15,None,None,82,17,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,55,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
3,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
51,62,26,None,36,44,18,0
165,66,23,1,64,25,9,0
49,None,58,None,45,0,54,0
None,60,None,None,0,100,0,0
None,None,None,None,0,0,0,0
31,50,215,None,10,16,72,0
None,None,None,None,0,0,0,0
7,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,84,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,117,569,None,0,17,82,0
31,32,62,None,25,25,49,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
542,637,658,None,29,34,35,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,33,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,42,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,10,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,47,None,0,0,100,0
None,57,173,None,0,24,75,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,26,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
6,None,None,None,100,0,0,0
91,389,714,2,7,32,59,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
156,113,None,None,57,42,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,60,78,None,0,43,56,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
26,86,64,1,14,48,36,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
95,240,141,None,20,50,29,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,40,1,0,0,100,2
None,None,None,None,0,0,0,0
None,17,87,1,0,16,83,0
None,8,None,None,0,100,0,0
None,39,None,1,0,100,0,2
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,65,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,54,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
69,170,153,None,17,43,39,0
None,79,None,None,0,100,0,0
None,None,None,None,0,0,0,0
34,199,354,2,5,33,60,0
None,None,None,None,0,0,0,0
None,None,26,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,116,90,None,0,56,43,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
216,215,421,None,25,25,49,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
198,98,None,None,66,33,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,212,None,0,0,100,0
None,None,None,None,0,0,0,0
41,24,37,None,40,23,35,0
None,None,None,None,0,0,0,0
None,80,None,None,0,100,0,0
None,None,None,None,0,0,0,0
130,77,264,None,27,16,56,0
419,165,155,None,56,22,20,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
172,76,None,None,69,30,0,0
100,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,21,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
68,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
71,None,None,None,100,0,0,0
60,None,39,None,60,0,39,0
None,None,None,None,0,0,0,0
98,50,None,None,66,33,0,0
None,None,None,None,0,0,0,0
87,112,335,None,16,21,62,0
None,None,None,None,0,0,0,0
37,None,33,1,52,0,47,1
None,None,None,None,0,0,0,0
27,47,59,None,20,35,44,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,269,None,None,0,100,0,0
None,None,None,None,0,0,0,0
628,299,196,1,55,26,17,0
139,529,317,None,14,53,32,0
None,None,None,None,0,0,0,0
200,131,None,None,60,39,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
45,25,10,None,55,31,13,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,44,None,0,0,100,0
None,194,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
573,108,257,None,61,11,27,0
None,None,None,None,0,0,0,0
32,99,50,None,17,54,27,0
137,266,61,None,29,57,13,0
None,None,None,None,0,0,0,0
275,104,369,None,36,13,49,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,21,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,14,None,0,0,100,0
None,None,None,None,0,0,0,0
37,18,None,None,66,33,0,0
29,38,32,None,29,38,32,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,32,None,0,0,100,0
None,None,None,None,0,0,0,0
31,None,16,None,66,0,33,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
82,29,None,None,73,26,0,0
289,80,406,1,37,10,52,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,139,None,None,0,100,0,0
None,228,161,3,0,58,41,0
None,34,None,None,0,100,0,0
None,None,82,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
48,115,None,None,29,70,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,270,29,None,0,90,9,0
None,None,None,None,0,0,0,0
None,None,38,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,111,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,65,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,61,8,None,0,87,12,0
None,None,None,None,0,0,0,0
None,None,8,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,4,None,None,0,100,0,0
435,300,513,None,34,24,41,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,9,None,0,0,100,0
383,209,241,None,45,25,28,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
274,250,559,None,25,23,51,0
None,None,None,None,0,0,0,0
None,None,41,None,0,0,100,0
49,103,55,4,23,49,26,1
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
36,None,40,None,47,0,52,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
519,421,184,None,46,37,16,0
69,66,None,1,51,48,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,481,None,0,0,100,0
9,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
93,151,114,None,26,42,31,0
None,None,None,None,0,0,0,0
56,67,9,None,42,50,6,0
None,None,None,1,0,0,0,2147483647
None,None,None,None,0,0,0,0
15,38,64,None,13,32,54,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
243,70,89,1,60,17,22,0
None,None,None,None,0,0,0,0
501,735,242,None,33,49,16,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
761,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,192,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
334,550,364,2,26,44,29,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,44,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,66,29,None,0,69,30,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
47,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
99,None,None,None,100,0,0,0
159,178,254,None,26,30,42,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
200,259,28,None,41,53,5,0
None,None,None,None,0,0,0,0
81,10,86,None,45,5,48,0
None,None,None,None,0,0,0,0
None,18,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,60,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
57,59,148,None,21,22,55,0
None,None,None,None,0,0,0,0
49,None,3,None,94,0,5,0
None,None,None,None,0,0,0,0
59,42,20,None,48,34,16,0
None,None,None,None,0,0,0,0
None,None,None,1,0,0,0,2147483647
81,6,131,None,36,3,60,0
None,None,None,None,0,0,0,0
57,572,256,None,6,64,28,0
157,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
15,None,30,2,33,0,66,4
None,None,None,None,0,0,0,0
54,455,317,None,6,55,38,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,50,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,202,1,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,30,39,None,0,43,56,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,14,None,None,0,100,0,0
None,None,None,None,0,0,0,0
111,558,231,None,12,61,25,0
None,None,129,None,0,0,100,0
None,None,None,None,0,0,0,0
None,23,92,None,0,20,79,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,34,None,0,0,100,0
None,4,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,30,None,0,0,100,0
260,255,688,None,21,21,57,0
None,None,None,None,0,0,0,0
None,18,None,None,0,100,0,0
None,None,None,None,0,0,0,0
101,131,83,3,31,41,26,0
None,None,None,None,0,0,0,0
None,3,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
77,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,None,9,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
635,518,367,1,41,34,24,0
None,None,None,None,0,0,0,0
70,67,None,None,51,48,0,0
53,66,64,None,29,35,34,0
None,428,438,None,0,49,50,0
None,None,None,None,0,0,0,0
None,None,56,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
62,25,None,1,71,28,0,1
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,5,None,None,0,100,0,0
None,None,None,None,0,0,0,0
106,43,22,1,61,25,12,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,22,None,None,0,100,0,0
53,None,39,None,57,0,42,0
None,None,None,None,0,0,0,0
103,305,176,None,17,52,30,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
49,None,34,None,58,0,41,0
None,39,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,143,15,None,0,90,9,0
None,18,None,None,0,100,0,0
None,None,None,None,0,0,0,0
28,53,200,None,10,19,70,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,191,172,None,0,52,47,0
None,None,None,None,0,0,0,0
78,None,20,1,79,0,20,1
None,None,None,None,0,0,0,0
None,None,31,None,0,0,100,0
None,82,108,None,0,43,56,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,28,None,0,0,100,0
None,None,None,None,0,0,0,0
None,4,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
197,183,18,None,49,46,4,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
218,None,103,None,67,0,32,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
101,93,58,None,40,36,23,0
None,None,None,None,0,0,0,0
None,None,33,None,0,0,100,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,49,49,None,0,50,49,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
None,32,None,None,0,100,0,0
None,None,None,None,0,0,0,0
None,None,70,None,0,0,100,0
None,8,None,3,0,100,0,35
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
58,None,None,None,100,0,0,0
None,None,None,None,0,0,0,0
None,None,None,None,0,0,0,0
